"id"	"primary_name"	"location"	"last_status_check_time"	"total.dois"	"current.dois"	"backfile.dois"	"prefixes"	"coverge.references.backfile"	"coverge.references.current"	"combinedPercEst"
11116	"Cheongram Korean Language Education Association"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	388	74	314	10.26589	0.703821659088135	0.797297298908234	0.001599369976507
8648	"Korea Society for Consumer Advertising Psychology"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	300	71	229	10.21074	0.991266369819641	0.732394337654114	0.001593657915704
1215	"American Fern Society"	"Suite 800 21 DuPont Circle 21 DuPont Circle Washington DC 20036 United States"	"2018-03-26"	450	39	411	10.164	0.60827249288559	0.743589758872986	0.001593657907192
12407	"Koreanische Gesellschaft fuer Deutsche Sprache Und Literatur"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	449	30	419	10.30947	0.596658706665039	0.933333337306976	0.001587945888947
335	"Japanese Society for Hygiene"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	2483	51	2432	10.1265	0.098273023962975	0.764705896377563	0.001587945870562
5000	"The Korean Fiber Society"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	301	71	230	10.12772	0.982608675956726	0.732394337654114	0.00158794586171
4856	"The Kangwon-Kyungki Mathematical Society"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	299	47	252	10.11568	0.98412698507309	0.617021262645721	0.001582233861169
8122	"Korean Association of Sports and Entertainment Law"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	423	26	397	10.19051	0.642317354679108	0.846153855323792	0.001582233806695
5192	"Korean Acupuncture ande Moxibustion Medicine Society"	"13th Fl., Hallasignmavalley, 325 - 2Seongsudong2-ga, Seongdong-gu 325-2 Seongsudong2-ga Seoul 133-827 South Korea"	"2018-03-26"	355	104	251	10.13045	0.717131495475769	0.913461565971375	0.00157080983932
9170	"Klett-Cotta Journals"	"Rotebuehlstr.77 Stuttgart 70191 Germany"	"2018-03-26"	558	413	145	10.21706	0	0.665859580039978	0.001570809829787
1592	"Society of Ethnobiology"	"Suite 800 21 DuPont Circle 21 DuPont Circle Washington DC 20036 United States"	"2018-03-26"	334	78	256	10.2993	0.7734375	0.987179458141327	0.001570809779398
4223	"Edinburgh University Global Health Society"	"Edinburgh University Global Health Society, University of Edinburgh Teviot Place Teviot Place Edinburgh EH8 9AG United Kingdom"	"2018-03-26"	316	157	159	10.7189	0.823899388313293	0.910828053951263	0.001565097797923
9976	"Korean Journal of Comparative Criminal Law"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	478	102	376	10.23894	0.603723406791687	0.460784316062927	0.001565097763536
1152	"Japanese Association for Oral Biology"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	2363	0	2363	10.233	0.115954294800758	0	0.001565097748811
2349	"Japanese Society for Lymphoreticular Tissue Research"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	1366	38	1328	10.396	0.177710846066475	0.973684191703796	0.001559385737461
5230	"The Korea Society of Environmental Restoration Technology"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	310	53	257	10.13087	0.91439688205719	0.716981112957001	0.001559385707841
6633	"Korean Consumption Culture Association"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	306	0	306	10.17053	0.892156839370728	0	0.001559385680263
9430	"Korean Society For Cognitive and Biological Psychology"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	314	61	253	10.22172	0.992094874382019	0.344262301921844	0.001553673706279
6975	"Institute of Mathematical Problems of Biology of RAS (IMPB RAS)"	"Institutskaya Str. 4 Pushchino Moscow Region 142290 Russian Federation"	"2018-03-26"	340	69	271	10.17537	0.789667904376984	0.840579688549042	0.001553673688915
6179	"Society of Conservatoire at Jardin Botaniques de la Ville de Geneve"	"Suite 800 21 DuPont Circle 21 DuPont Circle Washington DC 20036 United States"	"2018-03-26"	335	74	261	10.15553	0.80842912197113	0.824324309825897	0.001553673684148
5706	"The Korean Association of Child Care & Education"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	292	54	238	10.14698	0.915966391563416	0.981481492519379	0.001547961660116
7717	"E.U. European Publishing"	"Milatou 7 Heraklion 71202 Greece"	"2018-03-26"	1532	1219	313	10.18332	0.453674107789993	0.105824448168278	0.001547961638794
3810	"Japanese Society of Food Microbiology"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	686	35	651	10.5803	0.374807983636856	0.77142858505249	0.001547961637475
2718	"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)"	"ul. Twarda 51/55 Warszawa 00-818 Poland"	"2018-03-26"	672	72	600	10.4202	0.451666653156281	0	0.001547961603599
6821	"Open Library of Humanities"	"6 Windmill Street London W1T 2JB United Kingdom"	"2018-03-26"	2204	387	1817	10.16995	0.03687396645546	0.524547815322876	0.001542249623316
1664	"Japanese Environmental Mutagen Society"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	293	0	293	10.3123	0.921501696109772	0	0.00154224959693
2849	"Korean Neuropsychiatric Association (KAMJE)"	"302-75 Ichon1-Dong Yongsan-Gu Yongsan-Gu Seoul 140-721 South Korea"	"2018-03-26"	273	37	236	10.4306	0.991525411605835	0.945945918560028	0.001536537556555
3733	"The Japan Fluid Power Systems Society"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	1579	14	1565	10.5739	0.162300318479538	1	0.001530825534054
5564	"The Japan Primary Care Association"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	577	58	519	10.14442	0.423892110586166	0.810344815254211	0.001525113534194
3218	"The Japanese Society of Nutrition and Dietetics"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	2673	24	2649	10.5264	0.095130234956741	0.625	0.001525113464059
6373	"Korean Society for Curriculum Studies"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	310	0	310	10.15708	0.858064532279968	0	0.001519401500458
3033	"Japan Ergonomics Society"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	8419	249	8170	10.51	0.032558139413595	0	0.001519401466199
1828	"The Center for Fire Science and Technology"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	356	2	354	10.321	0.745762705802917	1	0.001519401459603
1864	"Royal Swedish Academy of Sciences"	"Suite 800 21 DuPont Circle 21 DuPont Circle Washington DC 20036 United States"	"2018-03-26"	1041	0	1041	10.1579	0.255523532629013	0	0.00151940145739
2823	"Japanese Society of Medical Instrumentation"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	398	50	348	10.4286	0.715517222881317	0.340000003576279	0.001519401436111
964	"Japan Association on Odor Environment"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	422	0	422	10.2171	0.627962112426758	0	0.00151368950162
4343	"The Korean Society for Quality Management"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	275	73	202	10.7469	0.975247502326965	0.931506872177124	0.001513689419909
6873	"Korean Elementary Moral Education Society"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	398	86	312	10.17282	0.67948716878891	0.616279065608978	0.001513689415142
2398	"American Malacological Society"	"Suite 800 21 DuPont Circle 21 DuPont Circle Washington DC 20036 United States"	"2018-03-26"	330	54	276	10.4003	0.81521737575531	0.740740716457367	0.001513689404247
3882	"Korean Stroke Society"	"13th Fl., Hallasignmavalley, 325 - 2Seongsudong2-ga, Seongdong-gu 325-2 Seongsudong2-ga Seoul 133-827 South Korea"	"2018-03-26"	291	101	190	10.5853	0.868421077728271	0.98019802570343	0.001507977431284
2274	"Grupo Comunicar"	"Marina 8, 6-B Apdo. 527 Huelva 20180 Spain"	"2018-03-26"	561	90	471	10.3916	0.390658169984818	0.888888895511627	0.001507977392982
1710	"American Peanut Research and Education Society"	"2360 Rainwater Road UGA-NESPAL Building UGA-NESPAL Building Tifton Georgia 31793 United States"	"2018-03-26"	1173	37	1136	10.3146	0.20598591864109	0.783783793449402	0.001502265387504
5678	"Korean Forest Society"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	266	61	205	10.14578	0.985365867614746	1	0.001502265381376
4538	"The Japanese Coronary Association"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	307	60	247	10.7793	0.890688240528107	0.716666638851166	0.001502265329285
2069	"The Japanese Society of Lumbar Spine Disorders"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	272	0	272	10.3753	0.963235318660736	0	0.001496553367557
2829	"Seismological Society of Japan"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	3820	22	3798	10.4294	0.063981041312218	0.863636374473572	0.001496553301677
5077	"The Korean Academy of Psychiatric and Mental Health Nursing (KAMJE)"	"302-75 Ichon1-Dong Yongsan-Gu Yongsan-Gu Seoul 140-721 South Korea"	"2018-03-26"	261	39	222	10.12934	1	1	0.001490841293817
3589	"Korean Academy of Oral and Maxillofacial Radiology (KAMJE)"	"302-75 Ichon1-Dong Yongsan-Gu Yongsan-Gu Seoul 140-721 South Korea"	"2018-03-26"	263	50	213	10.5624	0.990610301494598	1	0.001490841260792
2749	"The Korean Geriatrics Society (KAMJE)"	"302-75 Ichon1-Dong Yongsan-Gu Yongsan-Gu Seoul 140-721 South Korea"	"2018-03-26"	260	41	219	10.4235	0.995433807373047	1	0.00147941724439
5122	"Korean Academy of Speech-Language Pathology and Audiology"	"13th Fl., Hallasignmavalley, 325 - 2Seongsudong2-ga, Seongdong-gu 325-2 Seongsudong2-ga Seoul 133-827 South Korea"	"2018-03-26"	281	132	149	10.12963	0.859060406684875	0.992424249649048	0.001479417231452
6515	"The Korean Society for Culture and Arts Education Studies"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	293	49	244	10.15815	0.8647540807724	0.979591846466064	0.00147941720081
6401	"Korea Employment Agency for the Disabled/Employment Development Institute"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	293	13	280	10.15707	0.907142877578735	0.307692319154739	0.001473705220527
623	"Division of Functional Equations, The Mathematical Society of Japan (JST)"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	281	14	267	10.1619	0.913857698440552	1	0.001473705218314
5174	"Korean Neurotraumatology Society (KAMJE)"	"302-75 Ichon1-Dong Yongsan-Gu Yongsan-Gu Seoul 140-721 South Korea"	"2018-03-26"	330	35	295	10.13004	0.759322047233582	0.971428573131561	0.001473705209802
4579	"Society for e-Business Studies"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	293	45	248	10.7838	0.931451618671417	0.600000023841858	0.001473705201291
1314	"Arachnological Society of Japan"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	1034	13	1021	10.2476	0.239960819482803	1	0.001473705168096
913	"Alexandrine Press"	"1 The Farthings Marcham OX13 6QD United Kingdom"	"2018-03-26"	603	76	527	10.2148	0.489563554525375	0	0.001473705148349
7738	"Georgia Entomological Society"	"Suite 800 21 DuPont Circle 21 DuPont Circle Washington DC 20036 United States"	"2018-03-26"	1936	93	1843	10.18474	0.10580575466156	0.666666686534882	0.001467993195303
6414	"The Korean Philosophy of Education Society"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	331	49	282	10.15754	0.783687949180603	0.734693884849548	0.001467993162959
3586	"Japan Academy of Nursing Science"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	2291	52	2239	10.563	0.093791872262955	0.903846144676208	0.001467993160065
1185	"Yamaguchi University Medical Association"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	269	0	269	10.2342	0.955390334129333	0	0.001467993150702
5622	"The Japan Society of Nuclear and Radiochemical Sciences"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	258	0	258	10.14494	0.996124029159546	0	0.001467993148659
2564	"Japan Society for Research on Emotions"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	614	147	467	10.4092	0.458244115114212	0.28571429848671	0.001462281136543
4423	"Hanyang University College of Medicine (KAMJE)"	"302-75 Ichon1-Dong Yongsan-Gu Yongsan-Gu Seoul 140-721 South Korea"	"2018-03-26"	259	15	244	10.7599	0.987704932689667	1	0.001462281136202
4204	"The Carbon Society of Japan"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	2090	47	2043	10.7209	0.112579539418221	0.553191483020782	0.001462281108539
7307	"Korean Film Association"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	528	57	471	10.17947	0.45435243844986	0.736842095851898	0.001462281104199
1079	"Research Institute of Signal Processing, Japan"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	280	55	225	10.2299	0.902222216129303	0.963636338710785	0.001462281100113
6730	"Facultad de Odontologia, Universidad de Concepcion"	"Roosevelt 1550 Concepcion 4070369 Chile"	"2018-03-26"	389	179	210	10.17126	0.5	0.83798885345459	0.001456569107403
1972	"Sociotechnology Research Network (Shakai Gijutsu Kenkyuukai)"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	264	0	264	10.3392	0.965909063816071	0	0.00145656903931
3568	"The Korean Society for Brain and Neural Science (KAMJE)"	"302-75 Ichon1-Dong Yongsan-Gu Yongsan-Gu Seoul 140-721 South Korea"	"2018-03-26"	272	50	222	10.5607	0.923423409461975	0.980000019073486	0.001450857032301
2787	"Japan Society of Engineering Geology"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	1245	34	1211	10.4263	0.184145331382751	0.911764681339264	0.001450857018682
4111	"The Korean Oriental Medical Opthalmology and Otolaryngology and Dermatology Society"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	270	57	213	10.6114	1	0.684210538864136	0.001439432977426
9678	"Legal Research Institute of Ajou University"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	361	92	269	10.21589	0.687732338905334	0.72826087474823	0.001439432971298
4344	"Korean Society of Transportation"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	308	72	236	10.747	0.949152529239655	0.388888895511627	0.00143943295836
1183	"Acta Dermato-Venereologica"	"Acta Dermato-Venereologica S:t Johannesgatan 22A Uppsala SE-753 12 Sweden"	"2018-03-26"	5677	623	5054	10.234	0.049861494451761	0	0.001439432933123
4653	"The Malacological Society of Korea"	"Dongsin Tower, 4th Floor 5, Mullae-dong 6-ga, Mullae-dong 6-ga Mullae-dong 6-ga Seoul 150-096 South Korea"	"2018-03-26"	313	80	233	10.971	0.995708167552948	0.237499997019768	0.001433720953734
5419	"Korean Society of Computational and Applied Mathematics"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	301	81	220	10.14317	0.995454549789429	0.395061731338501	0.001433720944541
7545	"The Korean Society for Human Resource Development"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	283	34	249	10.18211	0.943775117397308	0.441176474094391	0.001428008926977
3071	"The Society of Life Support Technology"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	2249	0	2249	10.5136	0.111160516738892	0	0.00142800891438
11632	"Dr. Ludwig Reichert Verlag"	"Tauernstr. 11 Wiesbaden D-65199 Germany"	"2018-03-26"	712	12	700	10.29091	0.348571419715881	0.5	0.001428008866715
10247	"Education Research Institute"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	268	41	227	10.24159	0.925110161304474	0.951219499111176	0.001422296901242
8776	"The Society for Chinese Language and Literature"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	549	78	471	10.21192	0.441613584756851	0.512820541858673	0.001416584834822
4338	"The Korean Society of Clean Technology"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	273	52	221	10.7464	0.986425340175629	0.576923072338104	0.001416584830566
4665	"The Korean Society for the Gifted"	"Dongsin Tower, 4th Floor 5, Mullae-dong 6-ga, Mullae-dong 6-ga Mullae-dong 6-ga Seoul 150-096 South Korea"	"2018-03-26"	321	70	251	10.9722	0.856573700904846	0.471428573131561	0.001416584825459
3342	"The Fukushima Society of Medical Science"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	267	29	238	10.5387	0.941176474094391	0.793103456497192	0.001410872801426
11114	"Institute for Social Sciences, Gyeongsang National University"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	412	64	348	10.26587	0.568965494632721	0.765625	0.001410872750357
5247	"Korean Society of Magnetic Resonance in Medicine (KAMJE)"	"302-75 Ichon1-Dong Yongsan-Gu Yongsan-Gu Seoul 140-721 South Korea"	"2018-03-26"	249	43	206	10.13104	0.985436916351318	1	0.001405160786927
4274	"The Korean Society for Geospatial Information Systems"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	300	92	208	10.7319	0.9375	0.554347813129425	0.00140516075288
2356	"Southern African Wildlife Management Association"	"Suite 800 21 DuPont Circle 21 DuPont Circle Washington DC 20036 United States"	"2018-03-26"	261	31	230	10.3957	0.952173888683319	0.870967745780945	0.001405160728367
4668	"The Korean Society of Tribologists and Lubrication Engineers"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	278	49	229	10.9725	0.960698664188385	0.530612230300903	0.001405160721898
3047	"The Japan Society of Logopedics and Phoniatrics"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	1505	38	1467	10.5112	0.145875930786133	0.842105269432068	0.001405160706577
3662	"The Biometric Society of Japan"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	301	3	298	10.5691	0.812080562114716	1	0.001399448766979
6819	"The Korean Association for Governance"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	316	0	316	10.17089	0.775316476821899	0	0.001399448762213
4134	"Japanese Society of Stomatognathic Function"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	1026	17	1009	10.7144	0.228939548134804	0.823529422283173	0.001399448748339
6429	"Center for Studies of Christian Thoughts and Culture"	"Dongsin Tower, 4th Floor 5, Mullae-dong 6-ga, Mullae-dong 6-ga Mullae-dong 6-ga Seoul 150-096 South Korea"	"2018-03-26"	337	77	260	10.15757	0.703846156597137	0.805194795131683	0.00139944872374
6965	"The East Asian Society of Dietary Life"	"Dongsin Tower, 4th Floor 5, Mullae-dong 6-ga, Mullae-dong 6-ga Mullae-dong 6-ga Seoul 150-096 South Korea"	"2018-03-26"	343	131	212	10.17495	0.537735819816589	1	0.001399448688673
3099	"The Korean Society of Clinical Microbiology (KAMJE)"	"302-75 Ichon1-Dong Yongsan-Gu Yongsan-Gu Seoul 140-721 South Korea"	"2018-03-26"	251	17	234	10.5145	0.97863245010376	0.941176474094391	0.001399448686289
790	"Seismological Society of America (SSA)"	"400 Evelyn Avenue Suite 201 Suite 201 Albany CA 94706 United States"	"2018-03-26"	7416	830	6586	10.1785	0	0.295180708169937	0.001399448654286
6502	"Korean Academic Society for Public Relations"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	276	44	232	10.15814	0.896551728248596	0.818181812763214	0.001393736692558
3371	"The Japan Institute of Power Electronics"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	737	0	737	10.5416	0.329715073108673	0	0.001388024703593
5291	"Korean Meteorological Society"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	258	62	196	10.14191	0.974489808082581	0.838709652423859	0.00138802465763
11765	"Military History Institute, MND"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	442	88	354	10.29212	0.607344627380371	0.318181812763214	0.001388024639245
4276	"Rand Corporation"	"1776 Main St. Santa Monica CA 90401 United States"	"2018-03-26"	771	355	416	10.7249	0.098557695746422	0.569014072418213	0.001388024636522
4114	"The Korean Microelectronics and Packaging Society"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	258	64	194	10.6117	0.984536111354828	0.796875	0.001382312649259
6615	"The Korean Society of Contemporary European Studies"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	328	0	328	10.17052	0.737804889678955	0	0.001382312639045
7544	"Korean Association of EMG Electrodiagnostic Medicine"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	242	36	206	10.18214	1	1	0.001382312617255
7195	"The Journal of the Korean Association of Geographic and Environmental Education"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	285	61	224	10.17279	0.848214268684387	0.852459013462067	0.001382312594444
6426	"Soonchunhyang Medical Research Institute"	"13th Fl., Hallasignmavalley, 325 - 2Seongsudong2-ga, Seongdong-gu 325-2 Seongsudong2-ga Seoul 133-827 South Korea"	"2018-03-26"	312	96	216	10.15746	0.851851880550385	0.59375	0.001376600617055
4041	"Japan Society of Geoinformatics"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	718	32	686	10.601	0.346938788890839	0.0625	0.00137088859847
8911	"Korean Family Studies Association"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	268	39	229	10.21478	0.873362421989441	1	0.001365176479788
6377	"The Discourse and Cognitive Linguistics Society of Korea"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	293	57	236	10.15718	0.851694941520691	0.649122834205627	0.001359464519082
3670	"Medical Faculty, University in Nis"	"Bul. dr Zorana Djindjica 81 Nis 18000 Serbia"	"2018-03-26"	362	73	289	10.5633	0.647058844566345	0.698630154132843	0.001359464516699
6405	"Foreign Studies Institute"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	406	0	406	10.15755	0.586206912994385	0	0.001359464512953
4348	"Korean Society for Rock Mechanics"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	247	47	200	10.7474	0.985000014305115	0.872340440750122	0.001359464495249
4587	"The Korean Society for Marine Environment and Energy"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	258	68	190	10.7846	0.931578934192657	0.897058844566345	0.001359464468693
2679	"Korean Society of Epidemiology"	"13th Fl., Hallasignmavalley, 325 - 2Seongsudong2-ga, Seongdong-gu 325-2 Seongsudong2-ga Seoul 133-827 South Korea"	"2018-03-26"	313	125	188	10.4178	0.728723406791687	0.800000011920929	0.001353752450448
11977	"Society for Korean Literature in Classical Chinese"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	313	72	241	10.30527	0.738589227199554	0.805555582046509	0.001348040435949
10939	"Association for Learning Technology"	"Skogangsvagen 59 Spanga SE-16341 Sweden"	"2018-03-26"	721	20	701	10.25304	0.308131247758865	1	0.001348040430331
6899	"Dong-Bang Korean Chinese Literature Society"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	469	59	410	10.17293	0.495121955871582	0.55932205915451	0.001348040423011
2789	"The Society for Antibacterial and Antifungal Agents, Japan"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	511	35	476	10.4265	0.424369752407074	0.971428573131561	0.001348040416202
1396	"Japanese Association of Mycotoxicology"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	1007	25	982	10.252	0.219959273934364	0.759999990463257	0.001342328406639
1771	"The Phytopathological Society of Japan"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	4706	34	4672	10.3186	0.047731164842844	0.352941185235977	0.001342328381955
7887	"The Korean English Education Society"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	244	23	221	10.18649	0.986425340175629	0.739130437374115	0.001342328369358
1161	"Ornithological Society of Japan"	"Suite 800 21 DuPont Circle 21 DuPont Circle Washington DC 20036 United States"	"2018-03-26"	405	51	354	10.2326	0.531073451042175	0.901960790157318	0.001336616343623
7298	"21st Century Political Science Association"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	389	0	389	10.17937	0.601542413234711	0	0.001336616325238
3402	"Asia Pacific Association of Allergy, Asthma, and Clinical Immunology (KAMJE)"	"302-75 Ichon1-Dong Yongsan-Gu Yongsan-Gu Seoul 140-721 South Korea"	"2018-03-26"	240	50	190	10.5415	0.973684191703796	0.980000019073486	0.001336616317407
4652	"The Korea Society for Simulation"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	269	51	218	10.9709	0.880733966827393	0.803921580314636	0.001330904327421
4663	"The Korea Society of Engineering Geology"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	269	49	220	10.972	0.954545438289642	0.469387769699097	0.001330904280437
7542	"The Korean Society for Woman Psychology"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	233	0	233	10.18205	0.995708167552948	0	0.001325192278534
8653	"Electoral Institute for Sustainable Democracy in Africa (EISA)"	"14 Park Road Richmond Johannesburg Gauteng 2006 South Africa"	"2018-03-26"	307	33	274	10.2094	0.744525551795959	0.848484873771667	0.001325192272746
9801	"Korea Food Service Association"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	274	56	218	10.22509	0.889908254146576	0.678571403026581	0.001325192249595
7343	"The English Language Linguistics Society of Korea"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	258	26	232	10.1796	0.879310369491577	1	0.001313768222638
6955	"Korean Wetlands Society"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	250	61	189	10.17663	0.994709014892578	0.688524603843689	0.00131376821651
8888	"Korean Association for Religious Studies"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	350	38	312	10.21457	0.644230782985687	0.763157904148102	0.00131376821651
2115	"Japan Association of Breast Cancer Screening"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	855	0	855	10.3804	0.269005835056305	0	0.001313768126968
1203	"Department of Biomedical Imaging, University of Malaya, Malaysia"	"Department of Biomedical Imaging University of Malaya University of Malaya Kuala Lumpur 50603 Malaysia"	"2018-03-26"	369	0	369	10.2349	0.62059623003006	0	0.001308056205074
5463	"Hosokawa Powder Technology Foundation"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	1100	59	1041	10.14356	0.17483189702034	0.796610176563263	0.001308056184136
4242	"Consortium of Multiple Sclerosis Centers"	"359 Main St. Suite A Ste. A Hackensack NJ 7601 United States"	"2018-03-26"	614	121	493	10.7224	0.308316439390182	0.636363625526428	0.001308056173241
10783	"Secondary Education Institute"	"201 Gajeaong-ro, Yuseong-gu Daejeon 305-754 South Korea"	"2018-03-26"	313	52	261	10.25152	0.816091954708099	0.307692319154739	0.001308056158771
