"id"	"primary_name"	"location"	"last_status_check_time"	"total.dois"	"current.dois"	"backfile.dois"	"prefixes"	"coverge.references.backfile"	"coverge.references.current"	"combinedPercEst"
78	"Elsevier BV"	"230 Park Avenue Suite 800 Shantae McGee New York NY 10169-0935 United States"	"2018-03-26"	16095580	1526286	14569294	"10.7424, 10.25013, 10.14219, 10.1602, 10.1529, 10.1533, 10.1580, 10.3816, 10.1240, 10.1205, 10.1197, 10.1157, 10.3921, 10.1367, 10.1331, 10.1383, 10.2111, 10.2139, 10.1006, 10.1016, 10.1067, 10.1078, 10.2353, 10.1054, 10.1053, 10.3182, 10.7811, 10.4065"	0.643160104751587	0.752729177474976	60.0864371644753
263	"Institute of Electrical and Electronics Engineers (IEEE)"	"445 Hoes Lane Piscataway NJ 08855-1331 United States"	"2018-03-26"	3191527	458713	2732814	"10.1109, 10.23919, 10.15325"	0.806584715843201	0.84492701292038	14.8045967396506
276	"Ovid Technologies (Wolters Kluwer Health)"	"100 River Ridge Drive Suite 207 333 Seventh Avenue Norwood MA 2062"	"2018-03-26"	1818788	122652	1696136	"10.7123, 10.1519, 10.11124, 10.1227, 10.1249, 10.1203, 10.1212, 10.1213, 10.1288, 10.2459, 10.1161, 10.2106, 10.1097, 10.5435"	0.314718872308731	0.573598444461823	3.45097775324989
266	"IOP Publishing"	"Temple Circus Temple Way Temple Way Bristol BS1 6BE United Kingdom"	"2018-03-26"	775750	83971	691779	"10.1209, 10.1070, 10.1088"	0.734874844551086	0.917888343334198	3.34409403758211
285	"The Optical Society"	"2010 Massachusetts Ave, NW NW Washington DC 20036-1023 United States"	"2018-03-26"	249616	23451	226165	10.1364	0.584378659725189	0.697838068008423	0.848414361591258
278	"Mary Ann Liebert Inc"	"140 Huguenot St. New Rochelle NY 10801-5215 United States"	"2018-03-26"	149896	17980	131916	10.1089	0.811963677406311	0.882146835327148	0.7024204460916
30	"American Society of Civil Engineers (ASCE)"	"1801 Alexander Bell Dr. Attn: Charlotte McNaughton Reston VA 20191 United States"	"2018-03-26"	140332	14004	126328	10.1061	0.728468775749207	0.889817178249359	0.596833483286164
265	"Institution of Engineering and Technology (IET)"	"Michael Faraday House Six Hills Way Six Hills Way Stevenage Herts SG1 2AY United Kingdom"	"2018-03-26"	220962	13844	207118	10.1049	0.439585149288177	0.833068490028381	0.585934884268528
2796	"SAE International"	"400 Commonwealth Drive Warrendale PA 15096 United States"	"2018-03-26"	107751	5170	102581	10.4271	0.785886287689209	0.944100558757782	0.488367627116492
2581	"Medknow"	"C/O Wolters Kluwer India Pvt. Ltd (WKIPL) A-202, 2nd Floor, The Qube, C.T.S. No.1498A/2 Village Marol̢ Andheri (East) Off Link Rd., Ghatkopar Mumbai 400059 India"	"2018-03-26"	122517	22708	99809	"10.6219, 10.4103"	0.531184554100037	0.890082776546478	0.41828664900546
322	"Chemical Society of Japan"	"5-3 Yonbancho Chiyoda-ku Tokyo 102-0081 Japan"	"2018-03-26"	106550	1425	105125	10.1246	0.586720585823059	0.941052615642548	0.359972492969115
8597	"The Chemical Society of Japan"	"1-5 Kanda SurugadaiChiyoda-ku Tokyo 101-8307 Japan"	"2018-03-26"	106550	1425	105125	"10.1246, 10.20963"	0.586720585823059	0.941052615642548	0.359972492969115
2751	"Scientific Research Publishing, Inc,"	"5005 Paseo Segovia Irvine CA 92603-3334 United States"	"2018-03-26"	63646	10043	53603	10.4236	0.955170392990112	0.944638073444366	0.346646297815753
150	"New England Journal of Medicine (NEJM/MMS)"	"Mass Medical Society 860 Winter Street 860 Winter Street Waltham MA 2451 United States"	"2018-03-26"	181577	2212	179365	10.1056	0.319672167301178	0.85036164522171	0.338261026687355
351	"Society for Industrial & Applied Mathematics (SIAM)"	"3600 Market St, 6th fl Philadelphia PA 19104-2688 United States"	"2018-03-26"	59827	3051	56776	10.1137	0.753205597400665	0.645689964294434	0.255522207074105
5208	"NamesforLife, LLC"	"333 Albert Avenue East Lansing MI 48823 United States"	"2018-03-26"	70093	5839	64254	10.1601	0.605082929134369	0.851344406604767	0.250472752971572
5267	"Vandenhoeck & Ruprecht GmbH & Co, KG"	"Robert-Bosch-Breite 6 Goettingen 37079 Germany"	"2018-03-26"	77073	14349	62724	"10.13109, 10.14220"	0.561858296394348	0.45076310634613	0.238249002922599
2297	"Science Alert"	"244 5th Ave. #2218 New York NY 10001 United States"	"2018-03-26"	48964	2452	46512	10.3923	0.839718759059906	0.975938022136688	0.236763869983977
4365	"Physical Society of Japan"	"2-31-22-5F Yushima, Bunkyo-ku Bunkyo-ku Tokyo 113-0034 Japan"	"2018-03-26"	41191	1770	39421	10.7566	0.976560711860657	0.986440658569336	0.229869447781233
2249	"Spandidos Publications"	"Vriaxidos, 10 Athens 116 34 Greece"	"2018-03-26"	52446	15242	37204	10.3892	0.521314918994904	0.688885986804962	0.170761307127271
12	"American Meteorological Society"	"45 Beacon Street Attn: Ken Heideman Attn: Ken Heideman Boston MA 02108 United States"	"2018-03-26"	97407	4809	92598	10.1175	0.262284278869629	0.883967578411102	0.163010070706339
1747	"American Dairy Science Association"	"1800 South Oak Street Suite 100 Suite 100 Champaign 61820 United States"	"2018-03-26"	32530	2234	30296	10.3168	0.859255373477936	0.947179973125458	0.160782383190807
2000	"PERSEE Program"	"Persee Program, PRES Universite de Lyon Caserne Sergent Blandan, 37 rue du repos (Site Rene Descartes), 15 Parvis Rene Descartes Lyon CEDEX 07 69361 France"	"2018-03-26"	249203	48	249155	10.3406	0.10111777484417	0	0.143909020501057
2026	"China Science Publishing & Media Ltd."	"16 Donghuangchenggen North Street Beijing 100717 China"	"2018-03-26"	41863	1110	40753	10.3724	0.600937366485596	0	0.139887754887388
844	"American Public Health Association"	"800 I St NW Washington 20001-3710 United States"	"2018-03-26"	44550	1495	43055	10.2105	0.5059574842453	0.810033440589905	0.131348255834844
2308	"SLACK, Inc."	"6900 Grove Road Thorofare NJ 08086 United States"	"2018-03-26"	25259	2982	22277	10.3928	0.807828724384308	0.923876583576202	0.11853045356985
233	"American Society of Clinical Oncology (ASCO)"	"2318 Mill Rd. Suite 800 Suite 800 Alexandria 22314 United States"	"2018-03-26"	65624	6457	59167	"10.14694, 10.1200"	0.299998313188553	0.421867728233337	0.116948217720201
328	"Japan Society of Applied Physics"	"2-31-22-5F Yushima, Bunkyo-ku Bunkyo-ku Tokyo 113-0034 Japan"	"2018-03-26"	88753	3387	85366	"10.7567, 10.1143"	0.197713375091553	0.947741389274597	0.114743371666352
15	"American Psychological Association (APA)"	"750 First Street NE Washington 20002-4242 United States"	"2018-03-26"	299139	10723	288416	"10.1037, 10.5084"	0.068155027925968	0	0.112281487008074
735	"Thomas Telford Ltd."	"One Great George Street London SW1P 3AA United Kingdom"	"2018-03-26"	58361	3740	54621	10.168	0.304150432348251	0.682085573673248	0.109465455032669
67	"CSIRO Publishing"	"Locked Bag 10 Clayton South 3169 Australia"	"2018-03-26"	84347	3979	80368	10.1071	0.204496815800667	0.588338792324066	0.107249181424317
408	"University of California Press"	"155 Grand Avenue Suite 400 Suite 400 Oakland CA 94612 United States"	"2018-03-26"	127185	4988	122197	"10.1525, 10.2483, 10.2191"	0.148530647158623	0.052325580269098	0.105164284647558
170	"Royal College of Psychiatrists"	"21 Prescott Street London E1 8BB United Kingdom"	"2018-03-26"	58614	1326	57288	10.1192	0.296030580997467	0.712669670581818	0.102268285005387
22	"Annual Reviews"	"4139 El Camino Way Palo Alto 94306 United States"	"2018-03-26"	45009	2515	42494	10.1146	0.360568553209305	0.863618314266205	0.099926351851514
1683	"Architectural Institute of Japan"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	45096	1102	43994	10.313	0.379892706871033	0.503629744052887	0.098635429311118
425	"Akademiai Kiado Zrt."	"Prielle Kornelia utca 21-35 Budapest H-1117 Hungary"	"2018-03-26"	30736	3463	27273	10.1556	0.632493674755096	0.000577533908654	0.0985440382693
200	"University of Chicago Press"	"Attn:Elmars Bilsens 1427 E 60th Street Chicago IL 60637-2954 United States"	"2018-03-26"	435211	11091	424120	"10.7208, 10.5950, 10.1086"	0.039010185748339	0.049770083278418	0.097658672645481
1167	"American Diabetes Association"	"2451 Crystal Dr., Ste. 900 Arlington VA 22202 United States"	"2018-03-26"	42728	1971	40757	10.2337	0.376499742269516	0.723490595817566	0.095796548961763
20	"American Vacuum Society"	"1305 Walt Whitman Road Suite 300 Suite 300 Melville NY 11747 United States"	"2018-03-26"	39454	1290	38164	10.1116	0.400848954916	0.997674405574799	0.094734107702882
381	"ASTM International"	"100 Barr Harbor Drive PO Box C700 PO Box C700 W. Conshohoken 19428-2959 United States"	"2018-03-26"	22080	1084	20996	10.152	0.726138293743134	0.964022159576416	0.093054770021138
234	"American Society of Hematology"	"2021 L Street NW Ste 900 Suite 900 Washington D.C. 20036 United States"	"2018-03-26"	27836	2500	25336	10.1182	0.550086855888367	0.809599995613098	0.091169803601999
231	"Acoustical Society of America (ASA)"	"1305 Walt Whitman Road Suite 300 Suite 300 Melville NY 11747 United States"	"2018-03-26"	153725	8010	145715	10.1121	0.095885805785656	0.209363296627998	0.089387646357143
532	"Institute of Electronics, Information and Communications Engineers (IEICE)"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	24461	2567	21894	10.1587	0.603178977966309	0.82781457901001	0.087571221157753
124	"Japan Society of Mechanical Engineers"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	281688	7150	274538	10.1299	0.050747074186802	0.134545460343361	0.085075060035389
861	"Society of Petroleum Engineers (SPE)"	"222 Palisades Creek Dr Richardson TX 75080-2040 United States"	"2018-03-26"	147678	6964	140714	"10.7122, 10.2523, 10.2118, 10.4043"	0.064805209636688	0.820361852645874	0.084720913348375
1149	"Japan Institute of Metals"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	32946	680	32266	10.232	0.435411900281906	0.87941175699234	0.083664187666778
2432	"IGI Global"	"701 E. Chocolate Ave. Suite 200 Suite 200 Hershey 17033 United States"	"2018-03-26"	31348	6522	24826	10.4018	0.47208571434021	0.427322894334793	0.082864499778794
163	"Pharmaceutical Society of Japan"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	63117	885	62232	10.1248	0.215612545609474	0.950282514095306	0.081447915532123
2731	"Steklov Mathematical Institute"	"Gubkina Str. 8 Moscow 119991 Russian Federation"	"2018-03-26"	15645	831	14814	10.4213	0.901512086391449	0.951865196228027	0.08080245586551
422	"Institute of Electrical Engineers of Japan (IEE Japan)"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	35571	1727	33844	10.1541	0.381574273109436	0.555298209190369	0.079243068319505
109	"Institute for Operations Research and the Management Sciences (INFORMS)"	"5521 Research Park Drive Suite 200 Suite 200 Catonsville MD 21228 United States"	"2018-03-26"	31446	2378	29068	10.1287	0.387057930231094	0.906223714351654	0.076575548845873
1665	"Scientific Societies"	"3340 Pilot Knob Road St. Paul MN 55121 United States"	"2018-03-26"	38210	3541	34669	10.1094	0.312642425298691	0.722112417221069	0.076518430793877
1078	"National Library of Serbia"	"Skerliceva 1 Belgrade 11000 Serbia"	"2018-03-26"	35317	3757	31560	10.2298	0.42268693447113	0	0.076198553028994
1253	"Iron and Steel Institute of Japan"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	25354	505	24849	10.2355	0.510805249214172	0.990099012851715	0.075358883722027
3819	"Kowsar Medical Institute"	"Patersweg 22 Hoensbroek 6431 GC Netherlands"	"2018-03-26"	13656	5234	8422	10.5812	0.931370198726654	0.96541839838028	0.07366812159081
1577	"Radiological Society of North America (RSNA)"	"820 Jorie Blvd. Oak Brook IL 60523 United States"	"2018-03-26"	61783	1471	60312	10.1148	0.190459609031677	0.881713092327118	0.073022662640533
1049	"American Roentgen Ray Society"	"44211 Slatestone Court Leesburg VA 20176 United States"	"2018-03-26"	31854	1074	30780	10.2214	0.365367114543915	0.970204830169678	0.070189492262044
189	"SPIE-Intl Soc Optical Eng"	"P.O. Box 10 Bellingham WA 98227-0010 United States"	"2018-03-26"	491785	41406	450379	10.1117	0.027110500261188	"2.41510897467379e_05"	0.069743954763331
101	"Hogrefe Publishing Group"	"Langgass-Strasse 76 Berne CH-3000 Switzerland"	"2018-03-26"	36453	3767	32686	"10.1024, 10.1027, 10.1026"	0.348436653614044	0.002654632320628	0.065111496528642
1038	"Japan Society of Civil Engineers"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	47715	1260	46455	10.2208	0.223980203270912	0.649999976158142	0.064111889457081
1121	"JSTOR"	"301 E. Liberty Suite 400 Suite 400 Ann Arbor MI 48104"	"2018-03-26"	1763389	2820	1760569	10.2307	0.006364987697452	0	0.064009071174526
3908	"Academic Journals"	"Box 1005 Sapele Delta 321006 Nigeria"	"2018-03-26"	28298	4402	23896	10.5897	0.27870774269104	0.99454790353775	0.063049449564737
1697	"Carl Hanser Verlag"	"Kolbergerstrasse 22 Muenchen 81679 Germany"	"2018-03-26"	39400	6533	32867	10.3139	0.281711131334305	0.254706859588623	0.062392563050935
232	"American Society for Clinical Investigation"	"2015 Manchester Road Ann Arbor 48104 United States"	"2018-03-26"	33240	1624	31616	10.1172	0.294344633817673	0.951970458030701	0.061987010232712
845	"Journal of Bone and Joint Surgery"	"20 Pickering Street Needham MA 02492-3157 United States"	"2018-03-26"	26168	1287	24881	10.2106	0.388971507549286	0.89588189125061	0.061867058094704
3104	"Editora Edgard Blucher, Ltda."	"Rua Pedroso Alvarenga 1245, 4 Andar 1245, 4 Andar Sao Paolo 04531-012 Brazil"	"2018-03-26"	14448	6266	8182	10.5151	0.854803204536438	0.541334211826324	0.059325201777382
7822	"Test accounts"		"2018-03-26"	149337	34	149303	"10.50505, 10.88888, 10.5555"	0.068123213946819	0.02941176481545	0.058102827420009
4945	"Hans Publishers"	"5005 Paseo Segovia Irvine 92603-3334 United States"	"2018-03-26"	12089	4402	7687	10.12677	0.741121351718903	0.996592462062836	0.057600166211611
962	"Japanese Society of Internal Medicine"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	29649	1233	28416	10.2169	0.312781542539597	0.969180881977081	0.057594456984148
5106	"Infra-M Academic Publishing House"	"31B Polyarnaya Str. Moscow 12782 Russian Federation"	"2018-03-26"	17066	6855	10211	10.12737	0.479972571134567	0.693070769309998	0.055132567964359
2208	"American Astronomical Society"	"Lisa Brown, Finance Assistant 1667 K Street, NW, Suite 800 Washington D.C. 20006 United States"	"2018-03-26"	9848	8764	1084	10.3847	0.911439120769501	0.969762682914734	0.054190082731583
377	"Guilford Publications"	"370 Seventh Avenue Suite 1200 Suite 1200 New York 10001-1020 United States"	"2018-03-26"	11904	825	11079	10.1521	0.793122112751007	0.847272753715515	0.054184369262281
2321	"American Institute of Mathematical Sciences (AIMS)"	"Room 216 15 Fuxing Road Beijing 100038"	"2018-03-26"	14395	3199	11196	10.3934	0.581368327140808	0.884651482105255	0.053344699873262
1822	"Centers for Disease Control and Prevention (CDC)"	"1600 Clifton Road MS D59 MS D59 Atlanta 30333 United States"	"2018-03-26"	11526	1502	10024	"10.15620, 10.3201, 10.5888"	0.772944927215576	0.961384832859039	0.052505031138274
257	"Geological Society of America"	"3300 Penrose Place PO Box 9140 PO Box 9140 Boulder 80301-9140 United States"	"2018-03-26"	43156	7780	35376	10.113	0.230099499225616	0.119665808975697	0.051813874310268
2923	"Korean Chemical Society"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	9115	56	9059	10.5012	0.981454908847809	0.821428596973419	0.051048462351247
1604	"American Educational Research Association (AERA)"	"1430 K Street Suite 1200 Suite 1200 Washington 20036 United States"	"2018-03-26"	13975	517	13458	10.3102	0.6279536485672	0.916827857494354	0.050979918975298
1272	"American Veterinary Medical Association (AVMA)"	"1931 N. Meacham Rd. Schaumburg 60173-4360 United States"	"2018-03-26"	11596	1102	10494	10.246	0.758623957633972	0.831215977668762	0.050705739061587
3029	"International Monetary Fund (IMF)"	"700 19th St. NW Washington D.C. 20431 United States"	"2018-03-26"	16217	931	15286	10.5089	0.528392016887665	0.546723961830139	0.049043539897152
1782	"International Glaciological Society"	"Scott Polar Research Institute Lensfield Road Lensfield Road Cambridge United Kingdom"	"2018-03-26"	10316	40	10276	10.3189	0.795640349388123	0.875	0.046901525696892
5142	"Techno-Press"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	8816	1458	7358	10.12989	0.984642565250397	0.603566527366638	0.046410289273387
2273	"CAIRN"	"58/60 rue des Champs B-4020 Liege B-4020 Belgium"	"2018-03-26"	201915	11451	190464	10.3917	0.042496219277382	0.002270543947816	0.046381728610854
866	"Japan Society for Analytical Chemistry"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	22018	460	21558	10.2116	0.353372305631638	0.939130425453186	0.045981887565242
4961	"Institute of Physics, Polish Academy of Sciences"	"al. Lotnikow 32/46 Warszawa 02-668 Poland"	"2018-03-26"	10574	1434	9140	10.12693	0.712691485881805	0.996513247489929	0.045370699854208
11	"American Economic Association"	"2014 Broadway, Suite 305 Nashville 37203 United States"	"2018-03-26"	9253	1192	8061	10.1257	0.810197234153748	0.839765071868896	0.043023051461643
7629	"EJournal Publishing"	"2448 Desire Avenue Rowland Heights CA 91748 United States"	"2018-03-26"	10058	1572	8486	10.18178	0.751944363117218	0.629134833812714	0.042097701430229
1762	"Lavoisier"	"14 rue de Provigny Cachan cedex 94236 France"	"2018-03-26"	20096	1863	18233	10.3166	0.332309544086456	0.631239950656891	0.041326577315585
1913	"Inter-Research Science Center"	"Nordbunte 23 Oldendorf/Luhe 21385 Germany"	"2018-03-26"	24704	1747	22957	10.3354	0.215010672807693	0.917572975158691	0.037351000862494
4169	"Franco Angeli"	"Corso di Porta Romana 108 Milano 20121 Italy"	"2018-03-26"	12522	4556	7966	10.328	0.512678861618042	0.519315183162689	0.036842628453199
2373	"Departmento de Publicaciones del CSIC"	"c/ Vitruvio, 8 28006 28006 Madrid Spain"	"2018-03-26"	28613	2359	26254	10.3989	0.190485253930092	0.599830448627472	0.036648419807169
330	"Japanese Circulation Society"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	11944	596	11348	10.1253	0.495505809783936	0.911073803901672	0.035220411085322
350	"Society of Chemical Engineers, Japan"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	16165	269	15896	10.1252	0.362921476364136	0.888475835323334	0.034317908724799
3756	"The Korea Academia-Industrial Cooperation Society"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	7001	935	6066	10.5762	0.880481362342834	0.679144382476807	0.034135124462703
4268	"Asian Pacific Organization for Cancer Prevention"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	6105	310	5795	10.7314	0.980500459671021	0.796774208545685	0.033866660084909
3	"American Association of Physics Teachers (AAPT)"	"1305 Walt Whitman Road Suite 300 Suite 300 Melville NY 11747 United States"	"2018-03-26"	40037	1160	38877	10.1119	0.136301666498184	0.52068966627121	0.033718145633299
2271	"Institutional Investor Journals"	"225 Park Avenue South 8th Floor 8th Floor New York 10003 United States"	"2018-03-26"	10432	1240	9192	10.3905	0.556353330612183	0.586290299892426	0.033363998771712
42	"British Editorial Society of Bone & Joint Surgery"	"22 Buckingham St. London WC2N 6ET United Kingdom"	"2018-03-26"	18230	1256	16974	10.1302	0.271709680557251	0.945063710212708	0.033124095280806
2364	"Japan Institute of Heterocyclic Chemistry"	"1-7-17, Motoakasaka Minato-ku Minato-ku Tokyo 107-0051 Japan"	"2018-03-26"	16330	328	16002	10.3987	0.350768655538559	0.484756112098694	0.032969869707563
1953	"The Magnetics Society of Japan"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	6194	32	6162	10.3379	0.926647186279297	1	0.032798508246073
2291	"Japan Surgical Association"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	21700	350	21350	10.3919	0.250351279973984	0.87714284658432	0.032284424252454
1163	"Western Japan Division of JDA"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	6222	98	6124	10.2336	0.876877844333649	0.795918345451355	0.031119169518423
914	"Meteorological Society of Japan"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	9500	129	9371	10.2151	0.568455874919891	0.78294575214386	0.031004929316609
122	"Japanese Society of Veterinary Science"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	15819	475	15344	10.1292	0.325534403324127	0.88210529088974	0.030924960200488
2479	"Norwegian Medical Association"	"PO Box 1152 Sentrum No-0107 No-0107 Oslo Norway"	"2018-03-26"	9994	1190	8804	10.4045	0.579850077629089	0.225210085511208	0.030690767811129
100	"Human Kinetics"	"1607 N. Market Street Champaign IL 61820 United States"	"2018-03-26"	23176	3378	19798	10.1123	0.236892610788345	0.195677921175957	0.030565102119044
1425	"EMW Publishing"	"Suite 207"	"2018-03-26"	8213	689	7524	10.2528	0.669989347457886	0.046444121748209	0.028977155785983
7038	"International Society for Horticultural Science (ISHS)"	"Corbeekhoeve - Pastoriestraat 2 Korbeek-Lo 3360 Belgium"	"2018-03-26"	66679	4083	62596	10.1766	0.017573008313775	0.970854759216309	0.028925748380184
533	"Society of Physical Therapy Science"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	5690	809	4881	10.1589	0.864986658096313	0.954264521598816	0.028525905121333
2108	"The Korean Society of Mechanical Engineers"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	5614	316	5298	10.3795	0.898263514041901	0.51265823841095	0.02810892780478
9467	"Universidad Nacional Autonoma de Mexico"	"Av. Universidad Nacional Autonoma de Mexico, 3000 Delagacion Coyoacan Cuidad de Mexico 04510 Mexico"	"2018-03-26"	11815	3171	8644	10.22201	0.383155941963196	0.495742678642273	0.027897581890773
3346	"The Korea Contents Association"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	6637	800	5837	10.5392	0.744560539722443	0.660000026226044	0.027840460935132
6743	"Media Sphere Publishing Group"	"Dmitrovskoe shosse, dom 46, korp. 2 Moscow 127238 Russian Federation"	"2018-03-26"	5172	2555	2617	10.17116	0.922430276870728	0.940117418766022	0.027509163716232
3548	"Society of Motion Picture and Television Engineers (SMPTE)"	"3 Barker Ave. Floor 5 Fl. 5 White Plains 10601 United States"	"2018-03-26"	25095	633	24462	10.5594	0.190008997917175	0.235387042164803	0.027400635412223
332	"Japanese Pharmacological Society"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	15179	121	15058	10.1254	0.309536457061768	0.900826454162598	0.027246409689091
2620	"Libertas Academica, Ltd."	"PO Box 300-874 Albany Auckland 751 New Zealand"	"2018-03-26"	4808	3	4805	10.4137	0.985015630722046	1	0.027052201245127
635	"Zhejiang University Press"	"Journal of Zhejiang University SCIENCE 20 Yugu Rd. Journal of Zhejiang University SCIENCE Hangzhou 310027 China"	"2018-03-26"	5358	626	4732	10.1631	0.85819947719574	0.987220466136932	0.026726614257378
8550	"Fuji Technology Press Ltd."	"Unizo Uchikanda 1-Chome Bldg. 2F 1-15-7 Uchikanda, Chiyoda-ku Tokyo 101-0047 Japan"	"2018-03-26"	6860	957	5903	10.20965	0.623750627040863	0.94252872467041	0.026183970891934
252	"Environmental Health Perspectives"	"EC-15 NIEHS NIEHS PO Box 12233 - Research Triangle Pk 27709-2233 United States"	"2018-03-26"	15836	516	15320	10.1289	0.278590083122253	0.447674423456192	0.025698448636363
199	"Turpion-Moscow Limited"	"MIAN, 8 Gubkina Street Room 915 Room 915 Moscow Middlesex 119991 Russian Federation"	"2018-03-26"	35918	1003	34915	10.107	0.118029497563839	0.28713858127594	0.025184364452127
2056	"The Korean Society of Food Science and Nutrition"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	4741	421	4320	10.3746	0.959027767181396	0.558194756507874	0.02500729158961
6146	"Universidad Nacional de Colombia"	"Avenida el Dorado, No. 44140 Bogota Colombia"	"2018-03-26"	6031	2869	3162	10.15446	0.724225163459778	0.676890909671783	0.024173334619221
225	"American Association of Pharmaceutical Scientists (AAPS)"	"2107 Wilson Blvd Suite 700 Suite 700 Arlington 22201-3046 United States"	"2018-03-26"	4255	771	3484	10.1208	0.969575226306915	0.972762644290924	0.02357928348996
417	"American Academy of Pediatrics (AAP)"	"345 Park Blvd. Itasca IL 60143 United States"	"2018-03-26"	29609	2875	26734	10.1542	0.117677859961987	0.323478251695633	0.023282256465335
389	"Schattauer GmbH"	"Holderlinstrasse 3 Stuttgart D-70174 Germany"	"2018-03-26"	8051	1079	6972	"10.15654, 10.15653, 10.12687, 10.1160, 10.3413, 10.3414, 10.3415, 10.4338, 10.5482, 10.15265"	0.452524393796921	0.796107530593872	0.022928111498344
5542	"Southern Medical Association"	"3500 Blue Lake Drive, Ste 360 Birmingham AL 35243 United States"	"2018-03-26"	48892	314	48578	10.14423	0.076083824038506	0.964968144893646	0.022842430407728
2055	"Korea Information Processing Society"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	4685	267	4418	10.3745	0.877546429634094	0.370786517858505	0.022711054301324
1155	"Japanese Society of Fisheries Science"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	17043	348	16695	10.2331	0.227433368563652	0.479885071516037	0.022642509683617
2322	"Korean Physical Society"	"635-4, Yuksam-dong Kangnam-ku Kangnam-ku Seoul 135-703 South Korea"	"2018-03-26"	10934	1396	9538	10.3938	0.324596345424652	0.59670490026474	0.022442587811122
1346	"Japan Society for Precision Engineering"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	15979	345	15634	10.2493	0.239286169409752	0.542028963565826	0.02243687567014
3134	"King Faisal Specialist Hospital and Research Centre"	"ATA-Publications Offce, KFSH&RC MBC 36, PO Box 3354 MBC 36, PO Box 3354 Riyadh 11211 United Arab Emirates"	"2018-03-26"	4565	146	4419	10.5144	0.855397164821625	0.972602725028992	0.02240260405179
268	"Japanese Society of Applied Entomology & Zoology"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	6257	65	6192	10.1303	0.603197693824768	0	0.021334453684098
1898	"Korean Academy of Medical Sciences (KAMJE)"	"302-75 Ichon1-Dong Yongsan-Gu Yongsan-Gu Seoul 140-721 South Korea"	"2018-03-26"	5275	438	4837	10.3346	0.658465981483459	0.990867555141449	0.020671856533483
1893	"Korean Ophthalmological Society (KAMJE)"	"302-75 Ichon1-Dong Yongsan-Gu Yongsan-Gu Seoul 140-721 South Korea"	"2018-03-26"	3993	385	3608	10.3341	0.900776028633118	0.953246772289276	0.020660432331188
2165	"Liverpool University Press"	"4 Cambridge St. Liverpool L69 724 United Kingdom"	"2018-03-26"	29376	1123	28253	10.3828	0.126641422510147	0.020480854436755	0.020569040852862
6527	"Pediatric Neurology Briefs Publishers"	"PO Box 11391 Chicago IL 60611 United States"	"2018-03-26"	4095	43	4052	10.15844	0.879072070121765	0.604651153087616	0.02049478392159
358	"Intellect"	"The Mill, Parnall Road Fishponds - Bristol BS16 3JG United Kingdom"	"2018-03-26"	19941	3827	16114	10.1386	0.220243260264397	0	0.020272013779923
2618	"The Korean Mathematical Society"	"245 Daehangno Yusong Yusong Daejeon 305-806 South Korea"	"2018-03-26"	3973	406	3567	10.4134	0.936080753803253	0.497536957263947	0.020226318395072
2426	"Japan Society of Colour Material"	"New Road Oxford Oxford OX2 1BG United Kingdom"	"2018-03-26"	4940	79	4861	10.4011	0.715079188346863	0.569620251655579	0.020112077002995
